"state","puma22","cd118","stab","PUMA22name","pop20","afact"
"12","08618","27","FL","Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami",1113,0.0103 
"12","08618","28","FL","Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami",107110,0.9897 
"12","08619","28","FL","Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)",104162,1 
"12","08620","27","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",94318,0.918 
"12","08620","28","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",8420,0.082 
"12","08621","28","FL","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",141616,1 
"12","08622","27","FL","Miami-Dade County (Southwest)--South Miami Heights",3235,0.0248 
"12","08622","28","FL","Miami-Dade County (Southwest)--South Miami Heights",127191,0.9752 
"12","08623","27","FL","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village",105333,0.9578 
"12","08623","28","FL","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village",4637,0.0422 
"12","08624","28","FL","Miami-Dade County (South)--Homestead City (North) & Florida City (North)",104002,1 
"12","08625","28","FL","Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties",118867,1 
"12","09101","01","FL","Okaloosa County (North)",110290,1 
"12","09102","01","FL","Okaloosa County (South)",101378,1 
"12","09501","10","FL","Orange County (Northwest)",42064,0.2787 
"12","09501","11","FL","Orange County (Northwest)",108849,0.7213 
"12","09502","10","FL","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",29344,0.2034 
"12","09502","11","FL","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",114928,0.7966 
"12","09503","09","FL","Orange County (Southwest)--Disney-International Drive Region",42326,0.2453 
"12","09503","10","FL","Orange County (Southwest)--Disney-International Drive Region",22803,0.1322 
"12","09503","11","FL","Orange County (Southwest)--Disney-International Drive Region",107394,0.6225 
"12","09504","09","FL","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",114212,0.6571 
"12","09504","10","FL","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",59600,0.3429 
"12","09505","09","FL","Orange County (Central)--Orlando City (East Downtown) & Azalea Park",18308,0.144 
"12","09505","10","FL","Orange County (Central)--Orlando City (East Downtown) & Azalea Park",108861,0.856 
"12","09506","10","FL","Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)",117554,1 
"12","09507","10","FL","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",121871,1 
"12","09508","10","FL","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park P",130199,1 
"12","09509","08","FL","Orange County (Southeast)",120,0.0008 
"12","09509","09","FL","Orange County (Southeast)",151849,0.9992 
"12","09510","08","FL","Orange County (Northeast)",2701,0.0193 
"12","09510","10","FL","Orange County (Northeast)",136925,0.9807 
"12","09701","09","FL","Osceola County (West)",102907,1 
"12","09702","09","FL","Osceola County (East)",101469,1 
"12","09703","09","FL","Osceola County (West)--Kissimmee",184280,1 
"12","09901","21","FL","Palm Beach County (Northeast)",114836,1 
"12","09902","20","FL","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",41856,0.3259 
"12","09902","21","FL","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",86584,0.6741 
"12","09903","20","FL","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",100067,0.6068 
"12","09903","21","FL","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",21302,0.1292 
"12","09903","22","FL","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",43543,0.264 
"12","09904","22","FL","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)",141123,1 
"12","09905","22","FL","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",140214,1 
"12","09906","22","FL","Palm Beach County (East Central)--Greater Boynton Beach City (North)",167950,1 
"12","09907","22","FL","Palm Beach County (Southeast)--Greater Delray Beach City",128355,1 
"12","09908","22","FL","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",7668,0.0624 
"12","09908","23","FL","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",115121,0.9376 
"12","09909","20","FL","Palm Beach County (West of Boca Raton City)",24,0.0002 
"12","09909","22","FL","Palm Beach County (West of Boca Raton City)",21200,0.1866 
"12","09909","23","FL","Palm Beach County (West of Boca Raton City)",92387,0.8132 
"12","09910","20","FL","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",4665,0.0377 
"12","09910","22","FL","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",119167,0.9623 
"12","09911","20","FL","Palm Beach County (West)--Glades & Western Communities",87287,0.5973 
"12","09911","21","FL","Palm Beach County (West)--Glades & Western Communities",58842,0.4027 
"12","10101","12","FL","Pasco County (East Central)",79751,0.5636 
"12","10101","15","FL","Pasco County (East Central)",61761,0.4364 
"12","10102","12","FL","Pasco County (West Central)",125240,1 
"12","10103","12","FL","Pasco County (Gulf Coast)",141144,1 
"12","10104","12","FL","Pasco County (South)",74728,0.4853 
"12","10104","15","FL","Pasco County (South)",79267,0.5147 
"12","10301","13","FL","Pinellas County (North)",124236,1 
"12","10302","13","FL","Pinellas County (North Central)",111090,1 
"12","10303","13","FL","Pinellas County (Central)--Clearwater City (South & Central)",112563,1 
"12","10304","13","FL","Pinellas County (Central)--Greater Largo City",106752,0.9709 
"12","10304","14","FL","Pinellas County (Central)--Greater Largo City",3202,0.0291 
"12","10305","13","FL","Pinellas County (West Central)--Greater Seminole City",110420,1 
"12","10306","13","FL","Pinellas County (Central)--Greater Pinellas Park City",91896,0.7874 
"12","10306","14","FL","Pinellas County (Central)--Greater Pinellas Park City",24808,0.2126 
"12","10307","14","FL","Pinellas County (Southeast)--St. Petersburg City (East)",161306,1 
"12","10308","13","FL","Pinellas County (South Central)--St. Petersburg City (West)",112264,0.9949 
"12","10308","14","FL","Pinellas County (South Central)--St. Petersburg City (West)",570,0.0051 
"12","10501","15","FL","Polk County (Northwest)",45765,0.429 
"12","10501","18","FL","Polk County (Northwest)",60913,0.571 
"12","10502","09","FL","Polk County (Northeast)",8186,0.0451 
"12","10502","11","FL","Polk County (Northeast)",3,0 
"12","10502","18","FL","Polk County (Northeast)",173187,0.9549 
"12","10503","15","FL","Polk County (Central)",19128,0.1258 
"12","10503","18","FL","Polk County (Central)",132882,0.8742 
"12","10504","09","FL","Polk County (South)",35159,0.2204 
"12","10504","18","FL","Polk County (South)",124339,0.7796 
"12","10505","09","FL","Polk County (North)",10525,0.0839 
"12","10505","11","FL","Polk County (North)",41463,0.3304 
"12","10505","15","FL","Polk County (North)",52384,0.4175 
"12","10505","18","FL","Polk County (North)",21112,0.1682 
"12","10799","05","FL","Putnam & St. Johns (South) Counties",2716,0.0255 
"12","10799","06","FL","Putnam & St. Johns (South) Counties",103646,0.9745 
"12","10902","05","FL","St. Johns County (Northwest)",102475,1 
"12","10903","05","FL","St. Johns County (Northeast)",129087,0.936 
"12","10903","06","FL","St. Johns County (Northeast)",8822,0.064 
"12","11101","21","FL","St. Lucie County (North)",105460,1 
"12","11102","21","FL","St. Lucie County (Southeast)",104116,1 
"12","11103","21","FL","St. Lucie County (Southwest)",119650,1 
"12","11300","01","FL","Santa Rosa County",188000,1 
"12","11501","17","FL","Sarasota County (North)",130579,1 
"12","11502","17","FL","Sarasota County (Central & Gulf Coast)",145821,1 
"12","11503","17","FL","Sarasota County (East)",157606,1 
"12","11701","07","FL","Seminole County (West)",120891,1 
"12","11702","07","FL","Seminole County (North Central)",114488,1 
"12","11703","07","FL","Seminole County (South Central)",113467,1 
"12","11704","07","FL","Seminole County (East)",122010,1 
"12","11900","11","FL","Sumter County",129752,1 
"12","12701","06","FL","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",82300,0.6422 
"12","12701","07","FL","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",45861,0.3578 
"12","12702","06","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",148119,0.9922 
"12","12702","07","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",1164,0.0078 
"12","12703","06","FL","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",23661,0.1677 
"12","12703","07","FL","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",117406,0.8323 
"12","12704","06","FL","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",1098,0.0081 
"12","12704","07","FL","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",133934,0.9919 
"13","00100","14","GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",176742,1 
"13","00200","14","GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",102864,1 
"13","00300","09","GA","Northwest Georgia Regional Commission (Northeast)",56672,0.3024 
"13","00300","11","GA","Northwest Georgia Regional Commission (Northeast)",33216,0.1772 
"13","00300","14","GA","Northwest Georgia Regional Commission (Northeast)",97517,0.5204 
"13","00400","06","GA","Georgia Mountains Regional Commission (North & Northwest)",26798,0.1883 
"13","00400","09","GA","Georgia Mountains Regional Commission (North & Northwest)",115499,0.8117 
"13","00500","09","GA","Georgia Mountains Regional Commission (Southeast)",140102,1 
"13","00601","09","GA","Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City",102394,1 
"13","00602","09","GA","Georgia Mountains Regional Commission--Hall County (East)--Gainesville City",100742,1 
"13","00701","06","GA","Atlanta Regional Commission (Northeast)--Forsyth County (North)",103318,1 
"13","00702","06","GA","Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City",147965,1 
"13","00801","06","GA","Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City",39355,0.3579 
"13","00801","11","GA","Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City",70595,0.6421 
"13","00802","06","GA","Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P",1526,0.0097 
"13","00802","11","GA","Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P",155144,0.9903 
"13","00900","11","GA","Northwest Georgia Regional Commission (East Central)--Bartow County",108901,1 
"13","01000","03","GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",29919,0.1746 
"13","01000","14","GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",141437,0.8254 
"13","01100","14","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County",168661,1 
"13","01200","03","GA","Atlanta Regional Commission (Southwest)--Douglas County",42970,0.2979 
"13","01200","13","GA","Atlanta Regional Commission (Southwest)--Douglas County",101267,0.7021 
"13","01301","11","GA","Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities",136909,1 
"13","01302","06","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",134611,0.85 
"13","01302","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",23751,0.15 
"13","01303","06","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",31314,0.2046 
"13","01303","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",117568,0.7681 
"13","01303","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",4178,0.0273 
"13","01304","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",49097,0.3455 
"13","01304","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",16709,0.1176 
"13","01304","14","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",76290,0.5369 
"13","01305","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",69956,0.3981 
"13","01305","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",104142,0.5927 
"13","01305","14","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",1624,0.0092 
"13","01401","06","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU",137016,0.9657 
"13","01401","07","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU",4867,0.0343 
"13","01402","06","GA","Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta",54947,0.3895 
"13","01402","07","GA","Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta",86141,0.6105 
"13","01403","05","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU",53240,0.4915 
"13","01403","06","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU",53531,0.4942 
"13","01403","07","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU",1550,0.0143 
"13","01404","05","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North)",160790,1 
"13","01405","05","GA","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM",144940,1 
"13","01406","05","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest)",150719,0.9874 
"13","01406","13","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest)",1923,0.0126 
"13","01407","05","GA","Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City",49190,0.4547 
"13","01407","13","GA","Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City",59000,0.5453 
"13","01408","05","GA","Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn",5408,0.0497 
"13","01408","13","GA","Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn",103448,0.9503 
"13","01501","04","GA","Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities",151649,1 
"13","01502","04","GA","Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",129176,1 
"13","01503","04","GA","Atlanta Regional Commission (Central)--DeKalb County (Central)",121009,0.973 
"13","01503","05","GA","Atlanta Regional Commission (Central)--DeKalb County (Central)",3359,0.027 
"13","01504","04","GA","Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities",17714,0.158 
"13","01504","05","GA","Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities",94380,0.842 
"13","01505","04","GA","Atlanta Regional Commission (Central)--DeKalb County (Southwest)",53032,0.4486 
"13","01505","05","GA","Atlanta Regional Commission (Central)--DeKalb County (Southwest)",65192,0.5514 
"13","01506","04","GA","Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM",128871,1 
"13","01601","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",151644,0.9664 
"13","01601","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",5272,0.0336 
"13","01602","06","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM",34755,0.248 
"13","01602","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM",815,0.0058 
"13","01602","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM",104544,0.7461 
"13","01603","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",84029,0.6357 
"13","01603","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",48149,0.3643 
"13","01604","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM",73662,0.5955 
"13","01604","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM",50032,0.4045 
"13","01605","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Central)",93793,0.6921 
"13","01605","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Central)",41731,0.3079 
"13","01606","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City",132124,1 
"13","01607","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM",136512,1 
"13","01700","10","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",159412,1 
"13","01800","10","GA","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",128671,1 
"13","01900","10","GA","Northeast Georgia Regional Commission (East)",125296,1 
"13","02000","10","GA","Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",131358,1 
"13","02100","04","GA","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties",163684,0.7944 
"13","02100","10","GA","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties",42369,0.2056 
"13","02201","10","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",18317,0.1571 
"13","02201","13","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",98285,0.8429 
"13","02202","03","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",23975,0.1932 
"13","02202","10","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",100135,0.8068 
"13","02301","05","GA","Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park",37919,0.2438 
"13","02301","13","GA","Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park",117601,0.7562 
"13","02302","13","GA","Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",142075,1 
"13","02400","03","GA","Atlanta Regional Commission (South Central)--Fayette County",102685,0.8615 
"13","02400","13","GA","Atlanta Regional Commission (South Central)--Fayette County",16509,0.1385 
"13","02500","03","GA","Three Rivers Regional Commission (North Central)--Coweta County",146158,1 
"13","02600","03","GA","Three Rivers Regional Commission (Northwest)--Carroll County",119148,1 
"13","02700","03","GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101451,1 
"13","02800","03","GA","Three Rivers Regional Commission (East)",132395,0.8389 
"13","02800","10","GA","Three Rivers Regional Commission (East)",25434,0.1611 
"13","02900","02","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",40111,0.2239 
"13","02900","08","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",117002,0.6531 
"13","02900","10","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",22047,0.1231 
"13","03000","02","GA","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",108371,0.6887 
"13","03000","08","GA","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",48975,0.3113 
"13","03100","10","GA","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",12096,0.0958 
"13","03100","12","GA","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",114151,0.9042 
"13","03200","12","GA","Central Savannah River Area Regional Commission (East Central)--Columbia County",156010,1 
"13","03301","12","GA","Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta",101403,1 
"13","03302","12","GA","Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta",105204,1 
"13","03400","01","GA","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",47208,0.2952 
"13","03400","12","GA","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",112727,0.7048 
"13","03500","08","GA","Heart of Georgia Altamaha Regional Commission (North & West)",41274,0.2944 
"13","03500","12","GA","Heart of Georgia Altamaha Regional Commission (North & West)",98914,0.7056 
"13","03600","02","GA","Middle Georgia Regional Commission (South)--Houston & Pulaski Counties",48521,0.2797 
"13","03600","08","GA","Middle Georgia Regional Commission (South)--Houston & Pulaski Counties",124967,0.7203 
"13","03700","02","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",97670,0.6406 
"13","03700","03","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",34668,0.2274 
"13","03700","08","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",20128,0.132 
"13","03800","02","GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU",184720,0.8533 
"13","03800","03","GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU",31767,0.1467 
"13","03900","02","GA","Southwest Georgia Regional Commission (West & Central)",120993,1 
"13","04000","02","GA","Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties",118953,1 
"13","04100","02","GA","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",45798,0.4072 
"13","04100","08","GA","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",66682,0.5928 
"13","04200","08","GA","Southern Georgia Regional Commission (West)",128900,1 
"13","04300","08","GA","Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P",118251,1 
"13","04400","01","GA","Southern Georgia Regional Commission (East & Central)",97646,0.5766 
"13","04400","08","GA","Southern Georgia Regional Commission (East & Central)",71701,0.4234 
"13","04500","01","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",48588,0.3185 
"13","04500","08","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",27256,0.1786 
"13","04500","12","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",76727,0.5029 
"13","04600","01","GA","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",126162,1 
"13","04701","01","GA","Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City",169493,1 
"13","04702","01","GA","Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM",125798,1 
"13","04800","01","GA","Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties",150242,1 
"15","00100","02","HI","Maui, Kalawao & Kauai Counties",238134,1 
"15","00200","02","HI","Hawaii County",200629,1 
"15","00301","02","HI","Honolulu County--Rural Oahu",104755,1 
"15","00302","02","HI","Honolulu County--Koolaupoko",121275,1 
"15","00303","01","HI","Honolulu County--East Honolulu to Kapahulu",110577,1 
"15","00304","01","HI","Honolulu County--Tantalus to Waikiki",127223,1 
"15","00305","01","HI","Honolulu County--Nuuanu to Kalihi",118490,1 
"15","00306","01","HI","Honolulu County--Moanalua to Pearl City",147371,1 
"15","00307","01","HI","Honolulu County--Central Oahu",114035,0.744 
"15","00307","02","HI","Honolulu County--Central Oahu",39243,0.256 
"15","00308","01","HI","Honolulu County--Ewa",108699,0.814 
"15","00308","02","HI","Honolulu County--Ewa",24840,0.186 
"16","00100","01","ID","Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",126989,1 
"16","00200","01","ID","Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",165755,1 
"16","00300","01","ID","Central Idaho--Lewiston City & Nez Perce Reservation",94633,0.8584 
"16","00300","02","ID","Central Idaho--Lewiston City & Nez Perce Reservation",15613,0.1416 
"16","00400","01","ID","Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",121520,0.9014 
"16","00400","02","ID","Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",13289,0.0986 
"16","00500","01","ID","Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities",133790,1 
"16","00600","01","ID","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",148185,0.9812 
"16","00600","02","ID","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",2832,0.0188 
"16","00701","01","ID","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",90770,0.6817 
"16","00701","02","ID","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",42391,0.3183 
"16","00702","02","ID","Ada County (Northeast)--Boise (North & West) & Garden City Cities",111336,1 
"16","00800","01","ID","Ada County (South)--Boise (South) & Kuna Cities",37911,0.2942 
"16","00800","02","ID","Ada County (South)--Boise (South) & Kuna Cities",90970,0.7058 
"16","00900","02","ID","Twin Falls & Cassia Counties--Twin Falls City",114701,1 
"16","01000","02","ID","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",120590,1 
"16","01100","02","ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",153805,1 
"16","01200","02","ID","Bonneville County--Idaho Falls City",123964,1 
"16","01300","02","ID","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",130062,1 
"17","00100","15","IL","Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",114128,0.8134 
"17","00100","17","IL","Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",26189,0.1866 
"17","00701","11","IL","Winnebago (Northeast) & Boone Counties",26446,0.1847 
"17","00701","16","IL","Winnebago (Northeast) & Boone Counties",108288,0.7564 
"17","00701","17","IL","Winnebago (Northeast) & Boone Counties",8427,0.0589 
"17","01901","13","IL","Champaign County (Southwest)--Champaign & Urbana Cities",150188,0.8711 
"17","01901","15","IL","Champaign County (Southwest)--Champaign & Urbana Cities",22231,0.1289 
"17","01902","02","IL","Champaign (North & East), Vermilion, Iroquois & Ford Counties",119284,0.8046 
"17","01902","15","IL","Champaign (North & East), Vermilion, Iroquois & Ford Counties",25756,0.1737 
"17","01902","16","IL","Champaign (North & East), Vermilion, Iroquois & Ford Counties",3205,0.0216 
"17","02900","12","IL","Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",55779,0.4356 
"17","02900","15","IL","Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",72274,0.5644 
"17","03101","05","IL","Cook County (Northwest)--Palatine & Barrington Townships",66522,0.5158 
"17","03101","08","IL","Cook County (Northwest)--Palatine & Barrington Townships",62458,0.4842 
"17","03102","03","IL","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",53765,0.4394 
"17","03102","08","IL","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",68584,0.5606 
"17","03103","08","IL","Cook County (Northwest)--Schaumburg Township (South & East)",112552,1 
"17","03104","03","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",12532,0.0997 
"17","03104","05","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",51378,0.4089 
"17","03104","08","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",61751,0.4914 
"17","03105","05","IL","Cook County (North)--Wheeling Township (North & East)",33902,0.2623 
"17","03105","08","IL","Cook County (North)--Wheeling Township (North & East)",1937,0.015 
"17","03105","09","IL","Cook County (North)--Wheeling Township (North & East)",61298,0.4742 
"17","03105","10","IL","Cook County (North)--Wheeling Township (North & East)",32134,0.2486 
"17","03106","05","IL","Cook County (Northeast)--Northfield & New Trier Townships",5009,0.0336 
"17","03106","09","IL","Cook County (Northeast)--Northfield & New Trier Townships",71712,0.4815 
"17","03106","10","IL","Cook County (Northeast)--Northfield & New Trier Townships",72215,0.4849 
"17","03107","05","IL","Cook County (Northeast)--Evanston & Niles (East) Townships",39,0.0002 
"17","03107","09","IL","Cook County (Northeast)--Evanston & Niles (East) Townships",158609,0.9998 
"17","03108","03","IL","Cook County (North)--Maine & Niles (West) Townships",2755,0.016 
"17","03108","05","IL","Cook County (North)--Maine & Niles (West) Townships",58019,0.337 
"17","03108","08","IL","Cook County (North)--Maine & Niles (West) Townships",36073,0.2095 
"17","03108","09","IL","Cook County (North)--Maine & Niles (West) Townships",75306,0.4374 
"17","03109","03","IL","Cook County (West)--Leyden & Norwood Park Townships",40126,0.3305 
"17","03109","04","IL","Cook County (West)--Leyden & Norwood Park Townships",38824,0.3198 
"17","03109","05","IL","Cook County (West)--Leyden & Norwood Park Townships",37263,0.3069 
"17","03109","07","IL","Cook County (West)--Leyden & Norwood Park Townships",2182,0.018 
"17","03109","08","IL","Cook County (West)--Leyden & Norwood Park Townships",3007,0.0248 
"17","03110","04","IL","Cook County (West)--Proviso Township (North & West)",35047,0.3098 
